# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar 16 04:36:32 2025
#
# COLUMN kepid:          KepID
# COLUMN koi_name:       KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN pl_name:        Confirmed Name
#
rowid,kepid,koi_name,kepler_name,pl_name
1172,9205907,K02528.01,Kepler-1851 b,Kepler-1851 b
1173,5174858,K02532.01,Kepler-1852 b,Kepler-1852 b
1174,9635606,K02535.01,Kepler-1853 b,Kepler-1853 b
1175,1849702,K02538.01,Kepler-1854 b,Kepler-1854 b
1176,6183511,K02542.01,Kepler-1855 b,Kepler-1855 b
1177,12469800,K02543.01,Kepler-1856 b,Kepler-1856 b
1178,4484336,K02547.01,Kepler-1857 b,Kepler-1857 b
1179,9832208,K02553.01,Kepler-1858 b,Kepler-1858 b
1180,9896018,K02579.01,Kepler-1859 b,Kepler-1859 b
1181,9896018,K02579.02,Kepler-1859 c,Kepler-1859 c
1182,8120608,K00571.03,Kepler-186 b,Kepler-186 b
1183,8120608,K00571.01,Kepler-186 c,Kepler-186 c
1184,8120608,K00571.02,Kepler-186 d,Kepler-186 d
1185,8120608,K00571.04,Kepler-186 e,Kepler-186 e
1186,8120608,K00571.05,Kepler-186 f,Kepler-186 f
1187,11818872,K02581.01,Kepler-1860 b,Kepler-1860 b
1188,11771430,K02582.01,Kepler-1861 b,Kepler-1861 b
1189,11465950,K02620.01,Kepler-1862 b,Kepler-1862 b
1190,7584650,K02631.01,Kepler-1863 b,Kepler-1863 b
1191,6198182,K02636.01,Kepler-1864 b,Kepler-1864 b
1192,6211812,K02638.01,Kepler-1865 b,Kepler-1865 b
1193,8547429,K02658.01,Kepler-1866 b,Kepler-1866 b
1194,7762723,K02663.01,Kepler-1867 b,Kepler-1867 b
1195,7826659,K02686.01,Kepler-1868 b,Kepler-1868 b
1196,7202957,K02687.02,Kepler-1869 b,Kepler-1869 b
1197,7202957,K02687.01,Kepler-1869 c,Kepler-1869 c
1198,8193178,K00572.02,Kepler-187 b,Kepler-187 b
1199,8193178,K00572.01,Kepler-187 c,Kepler-187 c
1200,5369827,K02690.01,Kepler-1870 b,Kepler-1870 b
1201,3346154,K02723.01,Kepler-1871 b,Kepler-1871 b
1202,7659389,K02734.01,Kepler-1872 b,Kepler-1872 b
1203,9472074,K02735.01,Kepler-1873 b,Kepler-1873 b
1204,7877978,K02760.01,Kepler-1874 b,Kepler-1874 b
1205,11874577,K02779.01,Kepler-1875 b,Kepler-1875 b
1206,5905822,K02801.01,Kepler-1876 b,Kepler-1876 b
1207,9898447,K02803.01,Kepler-1877 b,Kepler-1877 b
1208,8263545,K02822.01,Kepler-1878 b,Kepler-1878 b
1209,6197215,K02829.01,Kepler-1879 b,Kepler-1879 b
1210,8344004,K00573.02,Kepler-188 b,Kepler-188 b
1211,8344004,K00573.01,Kepler-188 c,Kepler-188 c
1212,5436338,K02835.01,Kepler-1880 b,Kepler-1880 b
1213,8758204,K02841.01,Kepler-1881 b,Kepler-1881 b
1214,7749773,K02848.01,Kepler-1882 b,Kepler-1882 b
1215,6606438,K02860.01,Kepler-1883 b,Kepler-1883 b
1216,7463685,K02890.01,Kepler-1884 b,Kepler-1884 b
1217,10332213,K02919.01,Kepler-1885 b,Kepler-1885 b
1218,4385148,K02942.02,Kepler-1886 b,Kepler-1886 b
1219,8617363,K02945.01,Kepler-1887 b,Kepler-1887 b
1220,6356692,K02948.01,Kepler-1888 b,Kepler-1888 b
1221,5980783,K02967.01,Kepler-1889 b,Kepler-1889 b
1222,8355239,K00574.02,Kepler-189 b,Kepler-189 b
1223,8355239,K00574.01,Kepler-189 c,Kepler-189 c
1224,5450893,K02970.01,Kepler-1890 b,Kepler-1890 b
1225,8360640,K02982.01,Kepler-1891 b,Kepler-1891 b
1226,6636320,K02989.01,Kepler-1892 b,Kepler-1892 b
1227,8709688,K03019.01,Kepler-1893 b,Kepler-1893 b
1228,11618601,K03022.01,Kepler-1894 b,Kepler-1894 b
1229,11618601,K03022.02,Kepler-1894 c,Kepler-1894 c
1230,11137180,K03027.01,Kepler-1895 b,Kepler-1895 b
1231,5092266,K03045.01,Kepler-1896 b,Kepler-1896 b
1232,4067925,K03066.01,Kepler-1897 b,Kepler-1897 b
1233,3328080,K03075.01,Kepler-1898 b,Kepler-1898 b
1234,2715695,K03077.01,Kepler-1899 b,Kepler-1899 b
1235,2571238,K00084.01,Kepler-19 b,Kepler-19 b
1236,2571238,,Kepler-19 c,Kepler-19 c
1237,2571238,,Kepler-19 d,Kepler-19 d
1238,8616637,K00579.01,Kepler-190 b,Kepler-190 b
1239,8616637,K00579.02,Kepler-190 c,Kepler-190 c
1240,8430964,K03078.01,Kepler-1900 b,Kepler-1900 b
1241,9020114,K03088.01,Kepler-1901 b,Kepler-1901 b
1242,6609270,K03090.01,Kepler-1902 b,Kepler-1902 b
1243,12406807,K03091.01,Kepler-1903 b,Kepler-1903 b
1244,12352520,K03094.01,Kepler-1904 b,Kepler-1904 b
1245,9650989,K03095.01,Kepler-1905 b,Kepler-1905 b
1246,3756264,K03108.01,Kepler-1906 b,Kepler-1906 b
1247,10252275,K03130.02,Kepler-1907 b,Kepler-1907 b
1248,10252275,K03130.01,Kepler-1907 c,Kepler-1907 c
1249,6945786,K03136.01,Kepler-1909 b,Kepler-1909 b
1250,9020160,K00582.03,Kepler-191 b,Kepler-191 b
1251,9020160,K00582.02,Kepler-191 c,Kepler-191 c
1252,9020160,K00582.01,Kepler-191 d,Kepler-191 d
1253,5978170,K03140.01,Kepler-1910 b,Kepler-1910 b
1254,6153407,K03179.01,Kepler-1911 b,Kepler-1911 b
1255,9569711,K03232.01,Kepler-1912 b,Kepler-1912 b
1256,8620402,K03267.01,Kepler-1913 b,Kepler-1913 b
1257,3544640,K03279.01,Kepler-1914 b,Kepler-1914 b
1258,8331612,K03318.01,Kepler-1915 b,Kepler-1915 b
1259,10922659,K03335.01,Kepler-1916 b,Kepler-1916 b
1260,8824737,K03347.01,Kepler-1917 b,Kepler-1917 b
1261,6779726,K03375.01,Kepler-1918 b,Kepler-1918 b
1262,8078502,K03383.01,Kepler-1919 b,Kepler-1919 b
1263,9146018,K00584.01,Kepler-192 b,Kepler-192 b
1264,9146018,K00584.02,Kepler-192 c,Kepler-192 c
1265,9146018,K00584.03,Kepler-192 d,Kepler-192 d
1266,3745559,K03423.01,Kepler-1920 b,Kepler-1920 b
1267,9117416,K03425.01,Kepler-1921 b,Kepler-1921 b
1268,9117416,K03425.02,Kepler-1921 c,Kepler-1921 c
1269,2717158,K03459.01,Kepler-1922 b,Kepler-1922 b
1270,5213230,K03474.01,Kepler-1923 b,Kepler-1923 b
1271,7288444,K03482.01,Kepler-1924 b,Kepler-1924 b
1272,8880123,K03493.01,Kepler-1925 b,Kepler-1925 b
1273,8231667,K03494.01,Kepler-1926 b,Kepler-1926 b
1274,6058816,K03500.01,Kepler-1927 b,Kepler-1927 b
1275,3440118,K03876.01,Kepler-1928 b,Kepler-1928 b
1276,10363115,K03908.01,Kepler-1929 b,Kepler-1929 b
1277,9782691,K00590.01,Kepler-193 b,Kepler-193 b
1278,9782691,K00590.02,Kepler-193 c,Kepler-193 c
1279,4947556,K03936.02,Kepler-1930 b,Kepler-1930 b
1280,7679812,K03943.01,Kepler-1931 b,Kepler-1931 b
1281,5773121,K04002.01,Kepler-1932 b,Kepler-1932 b
1282,4814502,K04004.01,Kepler-1933 b,Kepler-1933 b
1283,1718958,K04053.01,Kepler-1934 b,Kepler-1934 b
1284,4673628,K04056.01,Kepler-1935 b,Kepler-1935 b
1285,8686373,K04066.01,Kepler-1936 b,Kepler-1936 b
1286,5530112,K04067.01,Kepler-1937 b,Kepler-1937 b
1287,5906694,K04069.01,Kepler-1938 b,Kepler-1938 b
1288,5688683,K04097.01,Kepler-1939 b,Kepler-1939 b
1289,10600261,K00597.02,Kepler-194 b,Kepler-194 b
1290,10600261,K00597.01,Kepler-194 c,Kepler-194 c
1291,10600261,K00597.03,Kepler-194 d,Kepler-194 d
1292,8951205,K04099.01,Kepler-1940 b,Kepler-1940 b
1293,11465651,K04150.01,Kepler-1941 b,Kepler-1941 b
1294,8439323,K04153.01,Kepler-1942 b,Kepler-1942 b
1295,5881120,K04156.01,Kepler-1943 b,Kepler-1943 b
1296,4078311,K04166.01,Kepler-1944 b,Kepler-1944 b
1297,6752002,K04184.01,Kepler-1945 b,Kepler-1945 b
1298,7257966,K04185.01,Kepler-1946 b,Kepler-1946 b
1299,6879171,K04188.01,Kepler-1947 b,Kepler-1947 b
1300,10525049,K04252.01,Kepler-1948 b,Kepler-1948 b
1301,7450747,K04267.01,Kepler-1949 b,Kepler-1949 b
1302,10656823,K00598.01,Kepler-195 b,Kepler-195 b
1303,10656823,K00598.02,Kepler-195 c,Kepler-195 c
1304,7103919,K04310.01,Kepler-1950 b,Kepler-1950 b
1305,5095082,K04320.01,Kepler-1951 b,Kepler-1951 b
1306,8087812,K04343.01,Kepler-1952 b,Kepler-1952 b
1307,9702006,K04372.01,Kepler-1953 b,Kepler-1953 b
1308,7703882,K04403.01,Kepler-1954 b,Kepler-1954 b
1309,5308537,K04409.01,Kepler-1955 b,Kepler-1955 b
1310,11718389,K04444.01,Kepler-1956 b,Kepler-1956 b
1311,10604592,K04447.01,Kepler-1957 b,Kepler-1957 b
1312,6276791,K04477.02,Kepler-1958 b,Kepler-1958 b
1313,8636600,K04478.01,Kepler-1959 b,Kepler-1959 b
1314,6587002,K00612.01,Kepler-196 b,Kepler-196 b
1315,6587002,K00612.02,Kepler-196 c,Kepler-196 c
1316,6587002,K00612.03,Kepler-196 d,Kepler-196 d
1317,9898017,K04484.01,Kepler-1960 b,Kepler-1960 b
1318,4545570,K04506.01,Kepler-1961 b,Kepler-1961 b
1319,5003670,K04524.01,Kepler-1962 b,Kepler-1962 b
1320,10220837,K04613.01,Kepler-1963 b,Kepler-1963 b
1321,11519187,K04625.01,Kepler-1964 b,Kepler-1964 b
1322,2857607,K04659.01,Kepler-1965 b,Kepler-1965 b
1323,5962262,K04661.01,Kepler-1966 b,Kepler-1966 b
1324,7778621,K04725.01,Kepler-1967 b,Kepler-1967 b
1325,9021075,K04733.01,Kepler-1968 b,Kepler-1968 b
1326,11513486,K04748.01,Kepler-1969 b,Kepler-1969 b
1327,12068975,K00623.03,Kepler-197 b,Kepler-197 b
1328,12068975,K00623.01,Kepler-197 c,Kepler-197 c
1329,12068975,K00623.02,Kepler-197 d,Kepler-197 d
1330,12068975,K00623.04,Kepler-197 e,Kepler-197 e
1331,8121913,,Kepler-1970 b,KIC 8121913 b
1332,6592335,K04777.01,Kepler-1971 b,KOI-4777.01
1333,4735826,K03184.01,Kepler-1972 b,Kepler-1972 b
1334,4735826,K03184.02,Kepler-1972 c,Kepler-1972 c
1335,1161345,K00984.01,Kepler-1973 b,KOI-984 b
1336,1161345,,Kepler-1973 c,KOI-984 c
1337,10736489,K07368.01,Kepler-1974 b,KOI-7368 b
1338,8873450,K07913.01,Kepler-1975 b,KOI-7913 b
1339,11138155,K00760.01,Kepler-1976 b,Kepler-1976 b
1340,1717722,K03145.01,Kepler-1977 b,Kepler-1977 b
1341,2832589,K01942.01,Kepler-1978 b,Kepler-1978 b
1342,3229150,K02150.01,Kepler-1979 b,Kepler-1979 b
1343,3541946,K00624.01,Kepler-198 b,Kepler-198 b
1344,3541946,K00624.02,Kepler-198 c,Kepler-198 c
1345,3541946,K00624.03,Kepler-198 d,Kepler-198 d
1346,3559860,K03440.01,Kepler-1980 b,Kepler-1980 b
1347,3634051,K06103.01,Kepler-1981 b,Kepler-1981 b
1348,4548098,K04157.01,Kepler-1982 b,Kepler-1982 b
1349,4857058,K03061.01,Kepler-1983 b,Kepler-1983 b
1350,5531953,K01681.02,Kepler-1984 b,Kepler-1984 b
1351,6697605,K02851.01,Kepler-1985 b,Kepler-1985 b
1352,7285757,K03271.01,Kepler-1986 b,Kepler-1986 b
1353,7376983,K01358.04,Kepler-1987 b,Kepler-1987 b
1354,7376983,K01358.03,Kepler-1987 c,Kepler-1987 c
1355,7376983,K01358.01,Kepler-1987 d,Kepler-1987 d
1356,7376983,K01358.02,Kepler-1987 e,Kepler-1987 e
1357,7983117,K03214.01,Kepler-1988 b,Kepler-1988 b
1358,8162789,K00521.01,Kepler-1989 b,Kepler-1989 b
1359,5113822,K00638.01,Kepler-199 b,Kepler-199 b
1360,5113822,K00638.02,Kepler-199 c,Kepler-199 c
1361,8456679,K00102.01,Kepler-1990 b,Kepler-1990 b
1362,8456679,K00102.02,Kepler-1990 c,Kepler-1990 c
1363,8804283,K01276.02,Kepler-1991 b,Kepler-1991 b
1364,8804283,K01276.01,Kepler-1991 c,Kepler-1991 c
1365,8827575,K03052.02,Kepler-1992 b,Kepler-1992 b
1366,8890924,K04269.01,Kepler-1993 b,Kepler-1993 b
1367,9602613,K02612.01,Kepler-1994 b,Kepler-1994 b
1368,9634821,K02037.01,Kepler-1995 b,Kepler-1995 b
1369,9758089,K01871.02,Kepler-1996 b,Kepler-1996 b
1370,9758089,K01871.01,Kepler-1996 c,Kepler-1996 c
1371,9785921,K03372.01,Kepler-1997 b,Kepler-1997 b
1372,10387742,K02583.01,Kepler-1998 b,Kepler-1998 b
1373,10843431,K07378.01,Kepler-1999 b,Kepler-1999 b
1374,10666592,K00002.01,Kepler-2 b,HAT-P-7 b
1375,6850504,K00070.02,Kepler-20 b,Kepler-20 b
1376,6850504,K00070.01,Kepler-20 c,Kepler-20 c
1377,6850504,K00070.03,Kepler-20 d,Kepler-20 d
1378,6850504,K00070.04,Kepler-20 e,Kepler-20 e
1379,6850504,K00070.05,Kepler-20 f,Kepler-20 f
1380,6850504,,Kepler-20 g,Kepler-20 g
1381,5941160,K00654.01,Kepler-200 b,Kepler-200 b
1382,5941160,K00654.02,Kepler-200 c,Kepler-200 c
1383,11752906,K00253.01,Kepler-2000 b,Kepler-2000 b
1384,11752906,K00253.02,Kepler-2000 c,Kepler-2000 c
1385,12061969,K02061.02,Kepler-2001 b,Kepler-2001 b
1386,12061969,K02061.01,Kepler-2001 c,Kepler-2001 c
1387,9653622,K02513.01,Kepler-2002 b,KOI-2513.01
1388,3428127,,Kepler-2003 b,KOI-4978 b
1389,5966154,K00655.01,Kepler-201 b,Kepler-201 b
1390,5966154,K00655.02,Kepler-201 c,Kepler-201 c
1391,6020753,K00657.01,Kepler-202 b,Kepler-202 b
1392,6020753,K00657.02,Kepler-202 c,Kepler-202 c
1393,6062088,K00658.01,Kepler-203 b,Kepler-203 b
1394,6062088,K00658.02,Kepler-203 c,Kepler-203 c
1395,6062088,K00658.03,Kepler-203 d,Kepler-203 d
1396,6347299,K00661.01,Kepler-204 b,Kepler-204 b
1397,6347299,K00661.02,Kepler-204 c,Kepler-204 c
1398,6425957,K00663.01,Kepler-205 b,Kepler-205 b
1399,6425957,K00663.02,Kepler-205 c,Kepler-205 c
1400,6442340,K00664.02,Kepler-206 b,Kepler-206 b
1401,6442340,K00664.01,Kepler-206 c,Kepler-206 c
1402,6442340,K00664.03,Kepler-206 d,Kepler-206 d
1403,6685609,K00665.02,Kepler-207 b,Kepler-207 b
1404,6685609,K00665.03,Kepler-207 c,Kepler-207 c
1405,6685609,K00665.01,Kepler-207 d,Kepler-207 d
1406,7040629,K00671.01,Kepler-208 b,Kepler-208 b
1407,7040629,K00671.02,Kepler-208 c,Kepler-208 c
1408,7040629,K00671.04,Kepler-208 d,Kepler-208 d
1409,7040629,K00671.03,Kepler-208 e,Kepler-208 e
1410,7115785,K00672.01,Kepler-209 b,Kepler-209 b
1411,7115785,K00672.02,Kepler-209 c,Kepler-209 c
1412,3632418,K00975.01,Kepler-21 b,Kepler-21 b
1413,7447200,K00676.02,Kepler-210 b,Kepler-210 b
1414,7447200,K00676.01,Kepler-210 c,Kepler-210 c
1415,7509886,K00678.02,Kepler-211 b,Kepler-211 b
1416,7509886,K00678.01,Kepler-211 c,Kepler-211 c
1417,7515212,K00679.02,Kepler-212 b,Kepler-212 b
1418,7515212,K00679.01,Kepler-212 c,Kepler-212 c
1419,8557374,K00692.01,Kepler-213 b,Kepler-213 b
1420,8557374,K00692.02,Kepler-213 c,Kepler-213 c
1421,8738735,K00693.02,Kepler-214 b,Kepler-214 b
1422,8738735,K00693.01,Kepler-214 c,Kepler-214 c
1423,8962094,K00700.02,Kepler-215 b,Kepler-215 b
1424,8962094,K00700.03,Kepler-215 c,Kepler-215 c
1425,8962094,K00700.01,Kepler-215 d,Kepler-215 d
1426,8962094,K00700.04,Kepler-215 e,Kepler-215 e
1427,9530945,K00708.02,Kepler-216 b,Kepler-216 b
1428,9530945,K00708.01,Kepler-216 c,Kepler-216 c
1429,9590976,K00710.01,Kepler-217 b,Kepler-217 b
1430,9590976,K00710.02,Kepler-217 c,Kepler-217 c
1431,9590976,K00710.03,Kepler-217 d,Kepler-217 d
1432,9597345,K00711.02,Kepler-218 b,Kepler-218 b
1433,9597345,K00711.01,Kepler-218 c,Kepler-218 c
1434,9597345,K00711.03,Kepler-218 d,Kepler-218 d
1435,9884104,K00718.01,Kepler-219 b,Kepler-219 b
1436,9884104,K00718.02,Kepler-219 c,Kepler-219 c
1437,9884104,K00718.03,Kepler-219 d,Kepler-219 d
1438,10593626,K00087.01,Kepler-22 b,Kepler-22 b
1439,9950612,K00719.04,Kepler-220 b,Kepler-220 b
1440,9950612,K00719.01,Kepler-220 c,Kepler-220 c
1441,9950612,K00719.02,Kepler-220 d,Kepler-220 d
1442,9950612,K00719.03,Kepler-220 e,Kepler-220 e
1443,9963524,K00720.04,Kepler-221 b,Kepler-221 b
1444,9963524,K00720.01,Kepler-221 c,Kepler-221 c
1445,9963524,K00720.02,Kepler-221 d,Kepler-221 d
1446,9963524,K00720.03,Kepler-221 e,Kepler-221 e
1447,10002866,K00723.01,Kepler-222 b,Kepler-222 b
1448,10002866,K00723.03,Kepler-222 c,Kepler-222 c
1449,10002866,K00723.02,Kepler-222 d,Kepler-222 d
1450,10227020,K00730.04,Kepler-223 b,Kepler-223 b
1451,10227020,K00730.02,Kepler-223 c,Kepler-223 c
1452,10227020,K00730.01,Kepler-223 d,Kepler-223 d
1453,10227020,K00730.03,Kepler-223 e,Kepler-223 e
1454,10271806,K00733.03,Kepler-224 b,Kepler-224 b
1455,10271806,K00733.01,Kepler-224 c,Kepler-224 c
1456,10271806,K00733.02,Kepler-224 d,Kepler-224 d
1457,10271806,K00733.04,Kepler-224 e,Kepler-224 e
1458,10340423,K00736.02,Kepler-225 b,Kepler-225 b
1459,10340423,K00736.01,Kepler-225 c,Kepler-225 c
1460,10601284,K00749.02,Kepler-226 b,Kepler-226 b
1461,10601284,K00749.01,Kepler-226 c,Kepler-226 c
1462,10601284,K00749.03,Kepler-226 d,Kepler-226 d
1463,10797460,K00752.01,Kepler-227 b,Kepler-227 b
1464,10797460,K00752.02,Kepler-227 c,Kepler-227 c
1465,10872983,K00756.03,Kepler-228 b,Kepler-228 b
1466,10872983,K00756.02,Kepler-228 c,Kepler-228 c
1467,10872983,K00756.01,Kepler-228 d,Kepler-228 d
1468,10910878,K00757.03,Kepler-229 b,Kepler-229 b
1469,10910878,K00757.01,Kepler-229 c,Kepler-229 c
1470,10910878,K00757.02,Kepler-229 d,Kepler-229 d
1471,11512246,K00168.03,Kepler-23 b,Kepler-23 b
1472,11512246,K00168.01,Kepler-23 c,Kepler-23 c
1473,11512246,K00168.02,Kepler-23 d,Kepler-23 d
1474,11018648,K00759.01,Kepler-230 b,Kepler-230 b
1475,11018648,K00759.02,Kepler-230 c,Kepler-230 c
1476,12066335,K00784.02,Kepler-231 b,Kepler-231 b
1477,12066335,K00784.01,Kepler-231 c,Kepler-231 c
1478,12366084,K00787.01,Kepler-232 b,Kepler-232 b
1479,12366084,K00787.02,Kepler-232 c,Kepler-232 c
1480,12470844,K00790.01,Kepler-233 b,Kepler-233 b
1481,12470844,K00790.02,Kepler-233 c,Kepler-233 c
1482,3342970,K00800.01,Kepler-234 b,Kepler-234 b
1483,3342970,K00800.02,Kepler-234 c,Kepler-234 c
1484,4139816,K00812.01,Kepler-235 b,Kepler-235 b
1485,4139816,K00812.04,Kepler-235 c,Kepler-235 c
1486,4139816,K00812.02,Kepler-235 d,Kepler-235 d
1487,4139816,K00812.03,Kepler-235 e,Kepler-235 e
1488,4725681,K00817.02,Kepler-236 b,Kepler-236 b
1489,4725681,K00817.01,Kepler-236 c,Kepler-236 c
1490,5252423,K00825.02,Kepler-237 b,Kepler-237 b
1491,5252423,K00825.01,Kepler-237 c,Kepler-237 c
1492,5436502,K00834.04,Kepler-238 b,Kepler-238 b
1493,5436502,K00834.03,Kepler-238 c,Kepler-238 c
1494,5436502,K00834.02,Kepler-238 d,Kepler-238 d
1495,5436502,K00834.01,Kepler-238 e,Kepler-238 e
1496,5436502,K00834.05,Kepler-238 f,Kepler-238 f
1497,5456651,K00835.01,Kepler-239 b,Kepler-239 b
1498,5456651,K00835.02,Kepler-239 c,Kepler-239 c
1499,3231341,K01102.02,Kepler-24 b,Kepler-24 b
1500,3231341,K01102.01,Kepler-24 c,Kepler-24 c
1501,3231341,K01102.04,Kepler-24 d,Kepler-24 d
1502,3231341,K01102.03,Kepler-24 e,Kepler-24 e
1503,5531576,K00837.02,Kepler-240 b,Kepler-240 b
1504,5531576,K00837.01,Kepler-240 c,Kepler-240 c
1505,5794379,K00842.01,Kepler-241 b,Kepler-241 b
1506,5794379,K00842.02,Kepler-241 c,Kepler-241 c
1507,6428700,K00853.01,Kepler-242 b,Kepler-242 b
1508,6428700,K00853.02,Kepler-242 c,Kepler-242 c
1509,6587280,K00857.01,Kepler-243 b,Kepler-243 b
1510,6587280,K00857.02,Kepler-243 c,Kepler-243 c
1511,6849310,K00864.01,Kepler-244 b,Kepler-244 b
1512,6849310,K00864.03,Kepler-244 c,Kepler-244 c
1513,6849310,K00864.02,Kepler-244 d,Kepler-244 d
1514,6948054,K00869.01,Kepler-245 b,Kepler-245 b
1515,6948054,K00869.03,Kepler-245 c,Kepler-245 c
1516,6948054,K00869.02,Kepler-245 d,Kepler-245 d
1517,6948054,K00869.04,Kepler-245 e,Kepler-245 e
1518,7134976,K00874.01,Kepler-246 b,Kepler-246 b
1519,7134976,K00874.02,Kepler-246 c,Kepler-246 c
1520,7434875,K00884.03,Kepler-247 b,Kepler-247 b
1521,7434875,K00884.01,Kepler-247 c,Kepler-247 c
1522,7434875,K00884.02,Kepler-247 d,Kepler-247 d
1523,7825899,K00896.02,Kepler-248 b,Kepler-248 b
1524,7825899,K00896.01,Kepler-248 c,Kepler-248 c
1525,7907423,K00899.02,Kepler-249 b,Kepler-249 b
1526,7907423,K00899.01,Kepler-249 c,Kepler-249 c
1527,7907423,K00899.03,Kepler-249 d,Kepler-249 d
1528,4349452,K00244.02,Kepler-25 b,Kepler-25 b
1529,4349452,K00244.01,Kepler-25 c,Kepler-25 c
1530,4349452,K00244.10,Kepler-25 d,Kepler-25 d
1531,8226994,K00906.03,Kepler-250 b,Kepler-250 b
1532,8226994,K00906.01,Kepler-250 c,Kepler-250 c
1533,8226994,K00906.02,Kepler-250 d,Kepler-250 d
1534,8247638,K00907.03,Kepler-251 b,Kepler-251 b
1535,8247638,K00907.01,Kepler-251 c,Kepler-251 c
1536,8247638,K00907.02,Kepler-251 d,Kepler-251 d
1537,8247638,K00907.04,Kepler-251 e,Kepler-251 e
1538,8505670,K00912.02,Kepler-252 b,Kepler-252 b
1539,8505670,K00912.01,Kepler-252 c,Kepler-252 c
1540,8689373,K00921.03,Kepler-253 b,Kepler-253 b
1541,8689373,K00921.01,Kepler-253 c,Kepler-253 c
1542,8689373,K00921.02,Kepler-253 d,Kepler-253 d
1543,9334289,K00934.01,Kepler-254 b,Kepler-254 b
1544,9334289,K00934.02,Kepler-254 c,Kepler-254 c
1545,9334289,K00934.03,Kepler-254 d,Kepler-254 d
1546,9415172,K00938.03,Kepler-255 b,Kepler-255 b
1547,9415172,K00938.01,Kepler-255 c,Kepler-255 c
1548,9415172,K00938.02,Kepler-255 d,Kepler-255 d
1549,9466668,K00939.03,Kepler-256 b,Kepler-256 b
1550,9466668,K00939.01,Kepler-256 c,Kepler-256 c
1551,9466668,K00939.02,Kepler-256 d,Kepler-256 d
1552,9466668,K00939.04,Kepler-256 e,Kepler-256 e
1553,9480189,K00941.02,Kepler-257 b,Kepler-257 b
1554,9480189,K00941.01,Kepler-257 c,Kepler-257 c
1555,9480189,K00941.03,Kepler-257 d,Kepler-257 d
1556,9775938,K00951.01,Kepler-258 b,Kepler-258 b
1557,9775938,K00951.02,Kepler-258 c,Kepler-258 c
1558,9823457,K00954.01,Kepler-259 b,Kepler-259 b
1559,9823457,K00954.02,Kepler-259 c,Kepler-259 c
1560,9757613,K00250.01,Kepler-26 b,Kepler-26 b
1561,9757613,K00250.02,Kepler-26 c,Kepler-26 c
1562,9757613,K00250.03,Kepler-26 d,Kepler-26 d
1563,9757613,K00250.04,Kepler-26 e,Kepler-26 e
1564,2854698,K00986.01,Kepler-260 b,Kepler-260 b
1565,2854698,K00986.02,Kepler-260 c,Kepler-260 c
1566,2302548,K00988.01,Kepler-261 b,Kepler-261 b
1567,2302548,K00988.02,Kepler-261 c,Kepler-261 c
1568,1718189,K00993.02,Kepler-262 b,Kepler-262 b
1569,1718189,K00993.01,Kepler-262 c,Kepler-262 c
1570,2165002,K00999.01,Kepler-263 b,Kepler-263 b
1571,2165002,K00999.02,Kepler-263 c,Kepler-263 c
1572,1871056,K01001.01,Kepler-264 b,Kepler-264 b
1573,1871056,K01001.02,Kepler-264 c,Kepler-264 c
1574,5956342,K01052.02,Kepler-265 b,Kepler-265 b
1575,5956342,K01052.01,Kepler-265 c,Kepler-265 c
1576,5956342,K01052.04,Kepler-265 d,Kepler-265 d
1577,5956342,K01052.03,Kepler-265 e,Kepler-265 e
1578,8240904,K01070.01,Kepler-266 b,Kepler-266 b
1579,8240904,K01070.02,Kepler-266 c,Kepler-266 c
1580,10166274,K01078.01,Kepler-267 b,Kepler-267 b
1581,10166274,K01078.02,Kepler-267 c,Kepler-267 c
1582,10166274,K01078.03,Kepler-267 d,Kepler-267 d
1583,2854914,K01113.01,Kepler-268 b,Kepler-268 b
1584,2854914,K01113.02,Kepler-268 c,Kepler-268 c
1585,6359320,K01127.01,Kepler-269 b,Kepler-269 b
1586,6359320,K01127.02,Kepler-269 c,Kepler-269 c
1587,5792202,K00841.01,Kepler-27 b,Kepler-27 b
1588,5792202,K00841.02,Kepler-27 c,Kepler-27 c
1589,5792202,K00841.03,Kepler-27 d,Kepler-27 d
1590,8410727,K01148.01,Kepler-270 b,Kepler-270 b
1591,8410727,K01148.02,Kepler-270 c,Kepler-270 c
1592,8280511,K01151.01,Kepler-271 b,Kepler-271 b
1593,8280511,K01151.02,Kepler-271 c,Kepler-271 c
1594,8280511,K01151.03,Kepler-271 d,Kepler-271 d
1595,10426656,K01161.03,Kepler-272 b,Kepler-272 b
1596,10426656,K01161.01,Kepler-272 c,Kepler-272 c
1597,10426656,K01161.02,Kepler-272 d,Kepler-272 d
1598,10468940,K01163.01,Kepler-273 b,Kepler-273 b
1599,10468940,K01163.02,Kepler-273 c,Kepler-273 c
1600,3348082,K01196.02,Kepler-274 b,Kepler-274 b
1601,3348082,K01196.03,Kepler-274 c,Kepler-274 c
1602,3447722,K01198.02,Kepler-275 b,Kepler-275 b
1603,3447722,K01198.01,Kepler-275 c,Kepler-275 c
1604,3447722,K01198.03,Kepler-275 d,Kepler-275 d
1605,3962243,K01203.02,Kepler-276 b,Kepler-276 b
1606,3962243,K01203.01,Kepler-276 c,Kepler-276 c
1607,3962243,K01203.03,Kepler-276 d,Kepler-276 d
